"crime_year","council_district","highest_offense_description","clearance_status","total_crimes"
"2003",2,"CUSTODY ARREST TRAFFIC WARR","Uncleared","247"
"2003",2,"DAMAGE CITY PROP","Cleared","61"
"2003",2,"DAMAGE CITY PROP","Uncleared","6"
"2003",2,"DANG DRUG VIOL - OTHER","Uncleared","1"
"2003",2,"DATING DISTURBANCE","Cleared","5"
"2003",2,"DATING DISTURBANCE","Uncleared","2"
"2003",2,"DEADLY CONDUCT","Cleared","9"
"2003",2,"DEADLY CONDUCT","Uncleared","2"
"2003",2,"DEADLY CONDUCT FAM/DATE VIOL","Uncleared","1"
"2003",2,"DEBIT CARD ABUSE","Cleared","4"
"2003",2,"DEBIT CARD ABUSE","Uncleared","7"
"2003",2,"DEL CONTROLLED SUB/NARCOTIC","Cleared","3"
"2003",2,"DEL CONTROLLED SUB/NARCOTIC","Uncleared","6"
"2003",2,"DEL MARIJUANA","Cleared","2"
"2003",2,"DEL MARIJUANA","Uncleared","1"
"2003",2,"DEL OF ALCOHOL TO MINOR","Uncleared","1"
"2003",2,"DEPENDENT AND NEGLECTED CHILD","Cleared","2"
"2003",2,"DISTURBANCE - OTHER","Cleared","245"
"2003",2,"DISTURBANCE - OTHER","Uncleared","46"
"2003",2,"DOC ABUSE OR THREAT","Cleared","1"
"2003",2,"DOC ABUSIVE LANGUAGE","Cleared","15"
"2003",2,"DOC ABUSIVE LANGUAGE","Uncleared","1"
"2003",2,"DOC DISCHARGE GUN - PUB PLACE","Cleared","1"
"2003",2,"DOC DISCHARGE GUN - PUB PLACE","Uncleared","1"
"2003",2,"DOC DISCHARGE GUN - PUB ROAD","Cleared","2"
"2003",2,"DOC DISPLAY GUN/DEADLY PUB PLC","Cleared","1"
"2003",2,"DOC DISPLAY GUN/DEADLY PUB PLC","Uncleared","1"
"2003",2,"DOC EXPOSURE","Cleared","4"
"2003",2,"DOC FIGHTING","Cleared","3"
"2003",2,"DOC FIGHTING","Uncleared","1"
"2003",2,"DOC OFFENSIVE GESTURE","Cleared","4"
"2003",2,"DOC OFFENSIVE GESTURE","Uncleared","3"
"2003",2,"DOC UNREASONABLE NOISE","Cleared","16"
"2003",2,"DOC UNREASONABLE NOISE","Uncleared","3"
"2003",2,"DOMESTIC VIOLENCE/ALARM","Cleared","2"
"2003",2,"DOMESTIC VIOLENCE/ALARM","Uncleared","1"
"2003",2,"DUI - AGE 16 AND UNDER","Cleared","1"
"2003",2,"DUI - AGE 17 TO 20","Cleared","12"
"2003",2,"DUI - AGE 17 TO 20","Uncleared","2"
"2003",2,"DUMPING REFUSE NEAR HIGHWAY","Cleared","4"
"2003",2,"DUMPING REFUSE NEAR HIGHWAY","Uncleared","2"
"2003",2,"DWI","Cleared","213"
"2003",2,"DWI","Uncleared","36"
"2003",2,"DWI 2ND","Cleared","30"
"2003",2,"DWI 2ND","Uncleared","1"
"2003",2,"ENTICING A CHILD","Cleared","1"
"2003",2,"ESCAPE FROM CUSTODY","Cleared","3"
"2003",2,"ESCAPE FROM CUSTODY","Uncleared","4"
"2003",2,"EVADING / FOOT","Cleared","11"
"2003",2,"EVADING / FOOT","Uncleared","10"
"2003",2,"EVADING / VEHICLE PURSUIT","Cleared","3"
"2003",2,"EXPIRED-ATT AGG ROBBERY/WEAP","Cleared","3"
"2003",2,"EXPIRED-ATT AGG ROBBERY/WEAP","Uncleared","2"
"2003",2,"EXPIRED-ATT KIDNAPPING","Cleared","1"
"2003",2,"EXPIRED-ATT KIDNAPPING","Uncleared","1"
"2003",2,"EXPIRED-ATT OBT CONT SUB FRAUD","Cleared","3"
"2003",2,"EXPIRED-ATT OBT CONT SUB FRAUD","Uncleared","2"
"2003",2,"EXPIRED-ATT SEXUAL ASSAULT","Cleared","1"
"2003",2,"EXPIRED-ATT SEXUAL ASSAULT","Uncleared","1"
"2003",2,"EXPIRED-ATT SEXUAL ASULT CHILD","Cleared","2"
"2003",2,"EXPIRED-ATTAGGFORCESODOMYCHILD","Cleared","1"
"2003",2,"EXPIRED-EVADING ARREST","Cleared","3"
"2003",2,"EXPIRED-INJURY CHILD - ELDERLY","Cleared","3"
"2003",2,"EXPLOSIVE ORDNANCE DISPOSAL","Cleared","2"
"2003",2,"EXPLOSIVE ORDNANCE DISPOSAL","Uncleared","2"
"2003",2,"FAIL DISPLAY HANDGUN LICENSE","Cleared","2"
"2003",2,"FAILURE TO IDENTIFY","Cleared","46"
"2003",2,"FAILURE TO IDENTIFY","Uncleared","19"
"2003",2,"FAILURE TO REG AS SEX OFFENDER","Cleared","8"
"2003",2,"FAILURE TO REG AS SEX OFFENDER","Uncleared","2"
"2003",2,"FALSE ALARM OR REPORT","Cleared","2"
"2003",2,"FALSE ALARM OR REPORT","Uncleared","1"
"2003",2,"FALSE REPORT TO PEACE OFFICER","Cleared","3"
"2003",2,"FALSE REPORT TO PEACE OFFICER","Uncleared","1"
"2003",2,"FALSE STATEMENT -OBTAIN CREDIT","Cleared","8"
"2003",2,"FALSE STATEMENT -OBTAIN CREDIT","Uncleared","5"
"2003",2,"FAMILY DISTURBANCE","Cleared","778"
"2003",2,"FAMILY DISTURBANCE","Uncleared","213"
"2003",2,"FAMILY DISTURBANCE/PARENTAL","Cleared","57"
"2003",2,"FAMILY DISTURBANCE/PARENTAL","Uncleared","11"
"2003",2,"FEDERAL VIOL/OTHER","Cleared","36"
"2003",2,"FEDERAL VIOL/OTHER","Uncleared","6"
"2003",2,"FELONY ENHANCEMENT/ASSLT W/INJ","Cleared","23"
"2003",2,"FORGERY- CERTIFICATE OF TITLE","Uncleared","1"
"2003",2,"FORGERY - OTHER","Cleared","46"
"2003",2,"FORGERY - OTHER","Uncleared","8"
"2003",2,"FORGERY AND PASSING","Cleared","117"
"2003",2,"FORGERY AND PASSING","Uncleared","35"
"2003",2,"FORGERY BY ALTERATION","Cleared","1"
"2003",2,"FORGERY BY ALTERATION","Uncleared","2"
"2003",2,"FORGERY BY MAKING","Cleared","5"
"2003",2,"FORGERY BY MAKING","Uncleared","1"
"2003",2,"FRAUD - OTHER","Cleared","11"
"2003",2,"FRAUD - OTHER","Uncleared","8"
"2003",2,"FRAUD DESTRUCTION OF A WRITING","Cleared","1"
"2003",2,"GAMBLING","Uncleared","1"
"2003",2,"GRAFFITI","Cleared","4"
"2003",2,"GRAFFITI","Uncleared","3"
"2003",2,"HARASSMENT","Cleared","260"
"2003",2,"HARASSMENT","Uncleared","163"
"2003",2,"HARBORING RUNAWAY CHILD","Cleared","2"
"2003",2,"HINDER SECURED CREDITORS","Cleared","3"
"2003",2,"HINDERING APPREHENSION","Cleared","5"
"2003",2,"IDENTITY THEFT","Cleared","72"
"2003",2,"IDENTITY THEFT","Uncleared","15"
"2003",2,"IMMIGRATION HOLD/ARREST","Cleared","1"
"2003",2,"INDECENCY WITH A CHILD/CONTACT","Cleared","36"
"2003",2,"INDECENCY WITH A CHILD/CONTACT","Uncleared","1"
"2003",2,"INDECENCY WITH CHILD/EXPOSURE","Cleared","2"
"2003",2,"INDECENCY WITH CHILD/EXPOSURE","Uncleared","1"
"2003",2,"INDECENT EXPOSURE","Cleared","5"
"2003",2,"INDECENT EXPOSURE","Uncleared","1"
"2003",2,"INHALANT ABUSE","Cleared","2"
"2003",2,"INJURY TO CHILD","Cleared","32"
"2003",2,"INJURY TO CHILD","Uncleared","3"
"2003",2,"INJURY TO CHILD (CARE/CUSTODY)","Cleared","15"
"2003",2,"INJURY TO CHILD (CARE/CUSTODY)","Uncleared","1"
"2003",2,"INJURY TO ELDERLY PERSON","Uncleared","1"
"2003",2,"INTER EMERG PHONECALL FAM/DATE","Cleared","3"
"2003",2,"INTERFERING W/EMERG PHONE CALL","Cleared","1"
"2003",2,"INTERFERING W/EMERG PHONE CALL","Uncleared","1"
"2003",2,"INVASIVE VISUAL RECORDING","Cleared","1"
"2003",2,"KIDNAPPING","Cleared","2"
"2003",2,"KIDNAPPING","Uncleared","1"
"2003",2,"LIQUOR LAW VIOLATION/OTHER","Cleared","10"
"2003",2,"LIQUOR LAW VIOLATION/OTHER","Uncleared","17"
"2003",2,"LITTERING","Cleared","5"
"2003",2,"LITTERING","Uncleared","3"
"2003",2,"MAIL THEFT","Cleared","1"
"2003",2,"MURDER","Cleared","2"
"2003",2,"OBSCENITY","Cleared","1"
"2003",2,"OBTAIN CONTROLLED SUB BY FRAUD","Cleared","3"
"2003",2,"OBTAIN CONTROLLED SUB BY FRAUD","Uncleared","1"
"2003",2,"PAROLE VIOL","Cleared","8"
"2003",2,"PAROLE VIOL","Uncleared","6"
"2003",2,"PIGEON DROP","Cleared","5"
"2003",2,"PIGEON DROP","Uncleared","2"
"2003",2,"POSS CONTROLLED SUB/NARCOTIC","Cleared","97"
"2003",2,"POSS CONTROLLED SUB/NARCOTIC","Uncleared","28"
"2003",2,"POSS CONTROLLED SUB/OTHER","Cleared","12"
"2003",2,"POSS CONTROLLED SUB/OTHER","Uncleared","1"
"2003",2,"POSS CONTROLLED SUB/SYN NARC","Cleared","1"
"2003",2,"POSS CRIMINAL INSTRUMENT","Cleared","2"
"2003",2,"POSS DANG DRUG","Cleared","3"
"2003",2,"POSS DANG DRUG","Uncleared","2"
"2003",2,"POSS OF ALCOHOL-AGE 16 & UNDER","Cleared","3"
"2003",2,"POSS OF ALCOHOL-AGE 16 & UNDER","Uncleared","5"
"2003",2,"POSS OF ALCOHOL - AGE 17 TO 20","Cleared","7"
"2003",2,"POSS OF ALCOHOL - AGE 17 TO 20","Uncleared","7"
"2003",2,"POSS OF DRUG PARAPHERNALIA","Cleared","173"
"2003",2,"POSS OF DRUG PARAPHERNALIA","Uncleared","35"
"2003",2,"POSS OF FIREARM BY FELON","Cleared","5"
"2003",2,"POSS OF PROHIBITED WEAPON","Cleared","8"
"2003",2,"POSS OF PROHIBITED WEAPON","Uncleared","2"
"2003",2,"POSSESSION OF MARIJUANA","Cleared","94"
"2003",2,"POSSESSION OF MARIJUANA","Uncleared","43"
"2003",2,"PROBATION VIOL","Cleared","5"
"2003",2,"PROBATION VIOL","Uncleared","4"
"2003",2,"PROSTITUTION","Cleared","4"
"2003",2,"PROSTITUTION","Uncleared","2"
"2003",2,"PROTECTIVE ORDER","Cleared","35"
"2003",2,"PROTECTIVE ORDER","Uncleared","18"
"2003",2,"PROWLER","Cleared","11"
"2003",2,"PROWLER","Uncleared","2"
"2003",2,"PUBLIC INTOXICATION","Cleared","201"
"2003",2,"PUBLIC INTOXICATION","Uncleared","135"
"2003",2,"PUBLIC LEWDNESS","Cleared","3"
"2003",2,"PURSE SNATCHING","Cleared","1"
"2003",2,"PURSE SNATCHING","Uncleared","1"
"2003",2,"RAPE","Cleared","16"
"2003",2,"RAPE","Uncleared","1"
"2003",2,"RAPE OF A CHILD","Cleared","7"
"2003",2,"RECKLESS CONDUCT","Cleared","2"
"2003",2,"RECKLESS DAMAGE","Cleared","3"
"2003",2,"RECKLESS DAMAGE","Uncleared","1"
"2003",2,"RESISTING ARREST OR SEARCH","Cleared","7"
"2003",2,"RESISTING ARREST OR SEARCH","Uncleared","2"
"2003",2,"RETALIATION","Cleared","5"
"2003",2,"RETALIATION","Uncleared","3"
"2003",2,"ROBBERY BY ASSAULT","Cleared","26"
"2003",2,"ROBBERY BY ASSAULT","Uncleared","12"
"2003",2,"ROBBERY BY THREAT","Cleared","5"
"2003",2,"ROBBERY BY THREAT","Uncleared","7"
"2003",2,"SERIOUS INJURY TO A CHILD","Cleared","4"
"2003",2,"SEXUAL ASSAULT OF CHILD/OBJECT","Cleared","15"
"2003",2,"SEXUAL ASSAULT OF CHILD/OBJECT","Uncleared","1"
"2003",2,"SEXUAL ASSAULT W/ OBJECT","Cleared","13"
"2003",2,"SEXUAL ASSAULT W/ OBJECT","Uncleared","1"
"2003",2,"SOLICITATION - BEGGING","Cleared","4"
"2003",2,"STALKING","Cleared","10"
"2003",2,"STALKING","Uncleared","2"
"2003",2,"STATUTORY RAPE OF CHILD","Cleared","15"
"2003",2,"STATUTORY RAPE OF CHILD","Uncleared","1"
"2003",2,"TAMPERING WITH EVIDENCE","Cleared","1"
"2003",2,"TAMPERING WITH EVIDENCE","Uncleared","1"
"2003",2,"TAMPERING WITH GOV RECORD","Cleared","2"
"2003",2,"TAMPERING WITH ID NUMBER","Cleared","1"
"2003",2,"TERRORISTIC THREAT","Cleared","40"
"2003",2,"TERRORISTIC THREAT","Uncleared","18"
"2003",2,"TERRORISTIC THREAT-FAM/DAT VIO","Cleared","10"
"2003",2,"TERRORISTIC THREAT-FAM/DAT VIO","Uncleared","4"
"2003",2,"THEFT","Cleared","648"
"2003",2,"THEFT","Uncleared","259"
"2003",2,"THEFT- APPROPRIATE STOLEN PROP","Cleared","5"
"2003",2,"THEFT BY EMBEZZLEMENT","Cleared","3"
"2003",2,"THEFT BY EMBEZZLEMENT","Uncleared","2"
"2003",2,"THEFT BY SHOPLIFTING","Cleared","220"
"2003",2,"THEFT BY SHOPLIFTING","Uncleared","65"
"2003",2,"THEFT FROM AUTO","Cleared","34"
"2003",2,"THEFT FROM AUTO","Uncleared","10"
"2003",2,"THEFT FROM BUILDING","Cleared","9"
"2003",2,"THEFT FROM BUILDING","Uncleared","7"
"2003",2,"THEFT FROM PERSON","Cleared","12"
"2003",2,"THEFT FROM PERSON","Uncleared","4"
"2003",2,"THEFT OF AUTO PARTS","Cleared","32"
"2003",2,"THEFT OF AUTO PARTS","Uncleared","22"
"2003",2,"THEFT OF BICYCLE","Cleared","46"
"2003",2,"THEFT OF BICYCLE","Uncleared","15"
"2003",2,"THEFT OF LICENSE PLATE","Cleared","17"
"2003",2,"THEFT OF LICENSE PLATE","Uncleared","10"
"2003",2,"THEFT OF SERVICE","Cleared","47"
"2003",2,"THEFT OF SERVICE","Uncleared","30"
"2003",2,"THEFT OF TRAILER","Cleared","5"
"2003",2,"THEFT OF TRAILER","Uncleared","1"
"2003",2,"TOBACCO VIOL - AGE 17","Cleared","4"
"2003",2,"TOBACCO VIOL - UNDER AGE 17","Cleared","12"
"2003",2,"TOBACCO VIOL - UNDER AGE 17","Uncleared","5"
"2003",2,"UNLAWFUL CARRY-LIC HOLDER","Cleared","1"
"2003",2,"UNLAWFUL CARRYING WEAPON","Cleared","20"
"2003",2,"UNLAWFUL CARRYING WEAPON","Uncleared","3"
"2003",2,"UNLAWFUL RESTRAINT","Uncleared","1"
"2003",2,"UNLAWFUL RESTRAINT FAM/DAT VIO","Cleared","1"
"2003",2,"URINATING IN PUBLIC PLACE","Cleared","3"
"2003",2,"URINATING IN PUBLIC PLACE","Uncleared","11"
"2003",2,"VIOL CITY ORDINANCE - CURFEW","Cleared","65"
"2003",2,"VIOL CITY ORDINANCE - CURFEW","Uncleared","36"
"2003",2,"VIOL CITY ORDINANCE - DOG","Cleared","9"
"2003",2,"VIOL CITY ORDINANCE - DOG","Uncleared","2"
"2003",2,"VIOL CITY ORDINANCE - OTHER","Cleared","22"
"2003",2,"VIOL CITY ORDINANCE - OTHER","Uncleared","29"
"2003",2,"VIOL CITY ORDINANCE - WRECKER","Uncleared","2"
"2003",2,"VIOL CITY ORDINANCE -FIREWORK","Cleared","1"
"2003",2,"VIOL CITY ORDINANCE -FIREWORK","Uncleared","3"
"2003",2,"VIOL OF COURT ORDER-NON EPO-PO","Cleared","30"
"2003",2,"VIOL OF COURT ORDER-NON EPO-PO","Uncleared","3"
"2003",2,"VIOL OF EMERG PROTECTIVE ORDER","Cleared","9"
"2003",2,"VIOL OF EMERG PROTECTIVE ORDER","Uncleared","2"
"2003",2,"VIOL OF PARK CURFEW","Cleared","6"
"2003",2,"VIOL OF PROTECTIVE ORDER OR BOND FV/SEX CRIME/HUMAN TRAFFICKING","Cleared","53"
"2003",2,"VIOL OF PROTECTIVE ORDER OR BOND FV/SEX CRIME/HUMAN TRAFFICKING","Uncleared","7"
"2003",2,"VIOL STATE LAW - OTHER","Cleared","29"
"2003",2,"VIOL STATE LAW - OTHER","Uncleared","10"
"2003",2,"VOCO - ALCOHOL  CONSUMPTION","Cleared","7"
"2003",2,"VOCO - ALCOHOL  CONSUMPTION","Uncleared","14"
"2003",2,"VOCO AMPLIFIED MUSIC/VEHICLE","Cleared","3"
"2003",2,"VOCO AMPLIFIED MUSIC/VEHICLE","Uncleared","8"
"2003",2,"WARRANT ARREST NON TRAFFIC","Cleared","77"
"2003",2,"WARRANT ARREST NON TRAFFIC","Uncleared","79"
"2003",2,"WEAPON VIOL - OTHER","Cleared","31"
"2003",2,"WEAPON VIOL - OTHER","Uncleared","1"
"2003",3,"ABUSE OF OFFICIAL CAPACITY","Cleared","1"
"2003",3,"AGG ASLT W/MOTOR VEH FAM/DAT V","Cleared","5"
"2003",3,"AGG ASLT W/MOTOR VEH FAM/DAT V","Uncleared","3"
"2003",3,"AGG ASSAULT","Cleared","117"
"2003",3,"AGG ASSAULT","Uncleared","34"
"2003",3,"AGG ASSAULT FAM/DATE VIOLENCE","Cleared","89"
"2003",3,"AGG ASSAULT FAM/DATE VIOLENCE","Uncleared","6"
"2003",3,"AGG ASSAULT ON PUBLIC SERVANT","Cleared","4"
"2003",3,"AGG ASSAULT WITH MOTOR VEH","Cleared","20"
"2003",3,"AGG ASSAULT WITH MOTOR VEH","Uncleared","6"
"2003",3,"AGG FORCED SODOMY","Cleared","3"
"2003",3,"AGG FORCED SODOMY OF CHILD","Cleared","6"
"2003",3,"AGG KIDNAPPING","Cleared","2"
"2003",3,"AGG RAPE","Cleared","1"
"2003",3,"AGG RAPE OF A CHILD","Cleared","5"
"2003",3,"AGG RAPE OF A CHILD","Uncleared","2"
"2003",3,"AGG ROBBERY BY ASSAULT","Cleared","7"
"2003",3,"AGG ROBBERY BY ASSAULT","Uncleared","4"
"2003",3,"AGG ROBBERY/DEADLY WEAPON","Cleared","83"
"2003",3,"AGG ROBBERY/DEADLY WEAPON","Uncleared","50"
"2003",3,"AGG SEXUAL ASSAULT CHILD/OBJEC","Cleared","10"
"2003",3,"AGG SEXUAL ASSAULT W OBJECT","Cleared","1"
"2003",3,"AGG SEXUAL ASSAULT W OBJECT","Uncleared","2"
"2003",3,"AMPLIFIED MUSIC / VEHICLE","Cleared","2"
"2003",3,"AMPLIFIED MUSIC / VEHICLE","Uncleared","1"
"2003",3,"APPLIC TO REVOKE PROBATION","Cleared","5"
"2003",3,"APPLIC TO REVOKE PROBATION","Uncleared","2"
"2003",3,"ARSON","Cleared","8"
"2003",3,"ARSON","Uncleared","7"
"2003",3,"ARSON-CRIMINAL MISCHIEF","Uncleared","2"
"2003",3,"ASSAULT BY CONTACT","Cleared","167"
"2003",3,"ASSAULT BY CONTACT","Uncleared","24"
"2003",3,"ASSAULT BY CONTACT FAM/DATING","Cleared","130"
"2003",3,"ASSAULT BY CONTACT FAM/DATING","Uncleared","1"
"2003",3,"ASSAULT BY THREAT","Cleared","149"
"2003",3,"ASSAULT BY THREAT","Uncleared","27"
"2003",3,"ASSAULT BY THREAT FAM/DATING","Cleared","34"
"2003",3,"ASSAULT BY THREAT FAM/DATING","Uncleared","2"
"2003",3,"ASSAULT ON PUBLIC SERVANT","Cleared","15"
"2003",3,"ASSAULT ON PUBLIC SERVANT","Uncleared","1"
"2003",3,"ASSAULT W/INJURY-FAM/DATE VIOL","Cleared","870"
"2003",3,"ASSAULT W/INJURY-FAM/DATE VIOL","Uncleared","108"
"2003",3,"ASSAULT WITH INJURY","Cleared","390"
"2003",3,"ASSAULT WITH INJURY","Uncleared","158"
"2003",3,"ATT BURGLARY NON RESIDENCE","Cleared","5"
"2003",3,"ATT BURGLARY NON RESIDENCE","Uncleared","8"
"2003",3,"ATT BURGLARY OF RESIDENCE","Cleared","15"
"2003",3,"ATT BURGLARY OF RESIDENCE","Uncleared","32"
"2003",3,"ATT THEFT","Cleared","10"
"2003",3,"ATT THEFT","Uncleared","15"
"2003",3,"AUTO THEFT","Cleared","280"
"2003",3,"AUTO THEFT","Uncleared","178"
"2003",3,"BOMB THREAT","Cleared","1"
"2003",3,"BOMB THREAT","Uncleared","4"
"2003",3,"BURG OF RES - FAM/DATING ASLT","Cleared","12"
"2003",3,"BURG OF RES - FAM/DATING ASLT","Uncleared","4"
"2003",3,"BURGLARY NON RESIDENCE","Cleared","225"
"2003",3,"BURGLARY NON RESIDENCE","Uncleared","150"
"2003",3,"BURGLARY OF COIN-OP MACHINE","Cleared","23"
"2003",3,"BURGLARY OF COIN-OP MACHINE","Uncleared","14"
"2003",3,"BURGLARY OF RESIDENCE","Cleared","439"
"2003",3,"BURGLARY OF RESIDENCE","Uncleared","319"
"2003",3,"BURGLARY OF VEHICLE","Cleared","1566"
"2003",3,"BURGLARY OF VEHICLE","Uncleared","1166"
"2003",3,"CAMPING IN PARK","Cleared","12"
"2003",3,"CAMPING IN PARK","Uncleared","16"
"2003",3,"CAPITAL MURDER","Cleared","1"
"2003",3,"CHILD CUSTODY INTERFERE","Cleared","8"
"2003",3,"CHILD CUSTODY INTERFERE","Uncleared","3"
"2003",3,"CHILD ENDANGERMENT- ABANDONMEN","Cleared","15"
"2003",3,"CHILD ENDANGERMENT- ABANDONMEN","Uncleared","9"
"2003",3,"CIVIL DISTURBANCE/DEMO","Cleared","1"
"2003",3,"CIVIL DISTURBANCE/DEMO","Uncleared","2"
"2003",3,"CONTRIBUTE DELINQUENCY MINOR","Uncleared","1"
"2003",3,"COUNTERFEITING","Cleared","28"
"2003",3,"COUNTERFEITING","Uncleared","6"
"2003",3,"CRASH/FAIL STOP AND RENDER AID","Cleared","11"
"2003",3,"CRASH/FAIL STOP AND RENDER AID","Uncleared","4"
"2003",3,"CRASH/INTOX MANSLAUGHTER","Cleared","1"
"2003",3,"CRASH/INTOXICATION ASSAULT","Cleared","4"
"2003",3,"CRED CARD ABUSE - OTHER","Cleared","23"
"2003",3,"CRED CARD ABUSE - OTHER","Uncleared","9"
"2003",3,"CRED CARD ABUSE BY FORGERY","Cleared","30"
"2003",3,"CRED CARD ABUSE BY FORGERY","Uncleared","20"
"2003",3,"CRIM NEG HOMICIDE/NON TRAFFIC","Cleared","1"
"2003",3,"CRIM NEG HOMICIDE/NON TRAFFIC","Uncleared","1"
"2003",3,"CRIMINAL MISCHIEF","Cleared","771"
"2003",3,"CRIMINAL MISCHIEF","Uncleared","458"
"2003",3,"CRIMINAL SOLICITATION OF MINOR","Cleared","1"
"2003",3,"CRIMINAL TRESPASS","Cleared","373"
"2003",3,"CRIMINAL TRESPASS","Uncleared","109"
"2003",3,"CRIMINAL TRESPASS/HOTEL","Cleared","12"
"2003",3,"CRIMINAL TRESPASS/TRANSIENT","Cleared","65"
"2003",3,"CRIMINAL TRESPASS/TRANSIENT","Uncleared","22"
"2003",3,"CRUELTY TO ANIMALS","Cleared","33"
"2003",3,"CRUELTY TO ANIMALS","Uncleared","11"
"2003",3,"CUSTODY ARREST TRAFFIC WARR","Cleared","538"
"2003",3,"CUSTODY ARREST TRAFFIC WARR","Uncleared","525"
"2003",3,"DAMAGE CITY PROP","Cleared","38"
"2003",3,"DAMAGE CITY PROP","Uncleared","5"
"2003",3,"DANG DRUG VIOL - OTHER","Cleared","1"
"2003",3,"DATING DISTURBANCE","Cleared","19"
"2003",3,"DATING DISTURBANCE","Uncleared","4"
"2003",3,"DEADLY CONDUCT","Cleared","22"
"2003",3,"DEADLY CONDUCT","Uncleared","5"
"2003",3,"DEADLY CONDUCT FAM/DATE VIOL","Cleared","1"
"2003",3,"DEBIT CARD ABUSE","Cleared","7"
"2003",3,"DEBIT CARD ABUSE","Uncleared","4"
"2003",3,"DEL CONTROLLED SUB/NARCOTIC","Cleared","23"
"2003",3,"DEL CONTROLLED SUB/NARCOTIC","Uncleared","42"
"2003",3,"DEL CONTROLLED SUB/OTHER","Cleared","1"
"2003",3,"DEL MARIJUANA","Uncleared","1"
"2003",3,"DEL OF ALCOHOL TO MINOR","Cleared","1"
"2003",3,"DEL OF ALCOHOL TO MINOR","Uncleared","5"
"2003",3,"DISTURBANCE - OTHER","Cleared","441"
"2003",3,"DISTURBANCE - OTHER","Uncleared","136"
"2003",3,"DOC ABUSE OR THREAT","Cleared","2"
"2003",3,"DOC ABUSIVE LANGUAGE","Cleared","13"
"2003",3,"DOC ABUSIVE LANGUAGE","Uncleared","4"
"2003",3,"DOC DISCHARGE GUN - PUB PLACE","Cleared","2"
"2003",3,"DOC DISCHARGE GUN - PUB ROAD","Uncleared","1"
"2003",3,"DOC DISPLAY GUN/DEADLY PUB PLC","Cleared","7"
"2003",3,"DOC DISPLAY GUN/DEADLY PUB PLC","Uncleared","8"
"2003",3,"DOC EXPOSURE","Cleared","9"
"2003",3,"DOC EXPOSURE","Uncleared","3"
"2003",3,"DOC FIGHTING","Cleared","21"
"2003",3,"DOC FIGHTING","Uncleared","8"
"2003",3,"DOC OFFENSIVE GESTURE","Cleared","7"
"2003",3,"DOC OFFENSIVE GESTURE","Uncleared","4"
"2003",3,"DOC UNREASONABLE NOISE","Cleared","30"
"2003",3,"DOC UNREASONABLE NOISE","Uncleared","11"
"2003",3,"DUI - AGE 16 AND UNDER","Cleared","4"
"2003",3,"DUI - AGE 17 TO 20","Cleared","27"
"2003",3,"DUI - AGE 17 TO 20","Uncleared","7"
"2003",3,"DUMPING REFUSE NEAR HIGHWAY","Cleared","15"
"2003",3,"DUMPING REFUSE NEAR HIGHWAY","Uncleared","6"
"2003",3,"DWI","Cleared","619"
"2003",3,"DWI","Uncleared","143"
"2003",3,"DWI 2ND","Cleared","55"
"2003",3,"DWI 2ND","Uncleared","5"
"2003",3,"ENTICING A CHILD","Cleared","2"
"2003",3,"ENTICING A CHILD","Uncleared","1"
"2003",3,"ESCAPE FROM CUSTODY","Cleared","4"
"2003",3,"ESCAPE FROM CUSTODY","Uncleared","1"
"2003",3,"EVADING / FOOT","Cleared","27"
"2003",3,"EVADING / FOOT","Uncleared","8"
"2003",3,"EVADING / VEHICLE PURSUIT","Cleared","7"
"2003",3,"EVADING / VEHICLE PURSUIT","Uncleared","6"
"2003",3,"EXPIRED-ATT AGG ROBBERY/WEAP","Cleared","4"
"2003",3,"EXPIRED-ATT AGG ROBBERY/WEAP","Uncleared","5"
"2003",3,"EXPIRED-ATT AGG SEXUAL ASSAULT","Cleared","1"
"2003",3,"EXPIRED-ATT KIDNAPPING","Uncleared","2"
"2003",3,"EXPIRED-ATT MURDER","Cleared","2"
"2003",3,"EXPIRED-ATT OB DANG DRUG FRAUD","Cleared","2"
"2003",3,"EXPIRED-ATT OBT CONT SUB FRAUD","Cleared","3"
"2003",3,"EXPIRED-ATT ROBBERY BY ASSAULT","Cleared","2"
"2003",3,"EXPIRED-ATT ROBBERY BY ASSAULT","Uncleared","4"
"2003",3,"EXPIRED-ATT SEXUAL ASSAULT","Cleared","3"
"2003",3,"EXPIRED-ATT SEXUAL ASSAULT","Uncleared","1"
"2003",3,"EXPIRED-ATT SEXUAL ASULT CHILD","Cleared","1"
"2003",3,"EXPIRED-EVADING ARREST","Cleared","7"
"2003",3,"EXPIRED-INJURY CHILD - ELDERLY","Cleared","8"
"2003",3,"EXPIRED-INJURY CHILD - ELDERLY","Uncleared","2"
"2003",3,"EXPLOSIVE ORDNANCE DISPOSAL","Cleared","1"
"2003",3,"EXPLOSIVE ORDNANCE DISPOSAL","Uncleared","2"
"2003",3,"FAIL DISPLAY HANDGUN LICENSE","Uncleared","1"
"2003",3,"FAILURE TO IDENTIFY","Cleared","131"
"2003",3,"FAILURE TO IDENTIFY","Uncleared","41"
"2003",3,"FAILURE TO REG AS SEX OFFENDER","Cleared","15"
"2003",3,"FAILURE TO REG AS SEX OFFENDER","Uncleared","5"
"2003",3,"FALSE ALARM OR REPORT","Cleared","3"
"2003",3,"FALSE REPORT TO PEACE OFFICER","Cleared","6"
